"","text"
"1220.content","Agree with the rest, absolut the worst mcdonalds. ξThey were rude, and complet got my order wrong. ξ-I order 2 egg mcmuffin sandwiches, but they charg me the valu meal price. ξEven then, I didn't get my hash brown or drink.-Order a sausag egg mcmuffin valu meal and they didn't give me the orang juic I ask for.-Order a vanilla latt with 1 pump of simpl syrup. ξThey put like 4 shots. ξAlso order an ice coffe with 1 pump of simpl syrup. ξGuess what? ξIt end up be a vanilla latt also, with like 4 pump of syrup.Wil never go here again"
"1221.content","Dirtiest Mcdonald i have been too. ξWay too mani transient and greyhound visitors. ξNot a fun place this is. ξDrive through take a LONG time especi late at nite! ξGo to jack in the box or farmer boy for the late nite eats."
"1222.content","I'd have to agre with Alan H... This McDonald is THE HOBO location.Good God, I took the drive-thru one time and I was get hord by hobo left and right. Luckili my window are up on the other side. Even at the pickup window, they'r hord you there, tri to get around your car to the driver side window. ~ -_-Is it worth that $1 double-cheeseburger? Is it worth the $1 McChicken? Maybe, mayb not... You'r go to have to experi the ""Hobo"" good for yourself!"
"1223.content","LOL Whi am I review a McDonald's? WHY, WHYYYi you ask!Let me tell you, I don't like McDonald's, in fact I have grown to dislik it so much that I don't even like the chicken nuggets--yup, I went there. But on a day, when I felt like eat at the McDonald's, I decid I would eat there...becaus you gotta tri a McDonald if there ξa McDonald's, right? I alway do that with everi semi-perman place I visit.What I found on my first visit, and subsequ visit was a newfound appreci for McDonald's. I mean, like I felt like a kid again--you know, back when I like it. This McDonald made me like McDonald's, but ONLi this McDonald's! The worker are realli nice and friendly, and this McDonald appar set the record for worker who do not speak English. The bathroom is clean, and I'm glad they make you pay for it--alway a winner in my book! I don't know what it is, but the food actual tast good...lik food! You don't feel like you'r eat crap or trash, it amazing! It good McDonald's, the way it was when you were a five year-old. I can't believ it. I can't explain it. I will dream of eat here again.They have a secur guard, which impress me. And sinc they are a 24-hour, I won't lie to you...I'v consid it...and it quit the drive! hahaNow the review for this locat seem terrible. Hobo-central? I've seen none, so it my guess the manag has realli up it becaus it is also one of the cleanest I've ever been to. It just look human. I'm almost embarrass for post this review, but I just had to say it! I had to say it!It is here that I fell in love with the crispi chicken sandwich, and the fries...th salti fri :) I don't like McDonald's, but I LOVE this one."
"1224.content","Bum citi ! Slow drive thru , slow employees, and dirti restroom ! The Mcdonald food is the same as always."
"1225.content","Food:It a McDonald's. They are all the same food wise, right? I mean they have to be. Mac Snack Wrap those clever bastards. Not even good, but fun to say out loud when ordering. ξLocation:Thi one probabl use to be all bright eye and bushi tailed. With a roller backpack full of idea anxious wait to get off the train at Union Station after the long trip from headquart in Oak Brook, IL. Pocket fill with employe schedul and a neat fold franchis license. Then it got lost. Lost into the heart of a dismay dark along a transient corridor known as Alameda. Its employe of the month dream fade against the howl wind of realiti in LA, but with it golden arch still stand as a beacon for those hungry.Staff:I didn't think McDonald could possibl produc employe this profession hardened. No. The staff here have to be contractors. Hire guns. Soldier of Fortune. Blackwat mercenaries. ξWarrior jade after year of serv tour in suburbia and south central. They are a high speed low drag group gear up everyday to get our food hot and fast while defend their outpost from the raid band of scavengers. ξSend this ici eye crew into Afghanistan and watch the New York Time and Amnesti Internat front cover fill with pictur of cri children and burn villages. ξ...............................................This is the closest MCD to my place downtown so eff it. Yes, the local can be annoy as the other review have stated. I am cautious to say that they are harmless becaus I cannot guarante that. ξEate insid was probabl one the most color experi and worst mistak I ever made in my life and I'll leav it at that. ξThe drive thru is not so bad. ξAt the window the employe will yell at the local to leav you alone. Which often time they will. Just, ""Never get out of the boat"" when you crave those delici corn product fill meat ξpatties."
"1226.content","I agre with all the review here.. worst mcdonald ever! ξIts ξnot just HOBO central... but as i walk up to the cashier to take my order... I saw a hand of roach crawl on the front of the counter!!! ick ick ick... im get goosebump just think about it again!"
"1227.content","i actual HATE this location. I onli go there becaus it the closest one to me and on my way to work, but I'd actual rather go to the bum-infest one on Olympic and 7th if I could becaus this one, though cleaner and safer-looking, mess up some part of my order or experi at least 50% of the time. It start about 6 month ago when they start offer to put cream in your coffe for you, but they kept put some weird syrup in my coffee! it was realli weird tast on 3 differ occasions. then anoth time I place a big order and they left out THREE items. This last time, they were onli take cash becaus they claim their cc processor was down, but they didn't tell me when I place my order in the drive-thru, onli onc I got to the payment window, and with no apolog for ani inconvenience. it was just, cash only. *shrug.* bastards. i don't recommend this place at all."
"1228.content","McDonald's, u suck! This is by far the worst when it come to custom service. I won't ever come back here.."
"1229.content","While the place look nice and the restroom are clean, the staff sound veri fake. The staff is friendly, attentive, and fast, but when they talk to you while order or ask them for help, they sound VERi fake and insincere. Instead of come off cute, they should like they'r tri to throw shade.Don't sing my order. Don't ask me person questions. Say hello in a sincer way, I'm pay your bill here. Don't make me feel like I'm bother you. FYI, the person I'm realli talk about is the gay Asian guy. I couldn't read his name tag, but he seem to care more about himself and his cowork than help me out."
"1230.content","This place is so crowd and disorganized. Peopl that haven't order yet are stand besid peopl that have alreadi order wait for pick up. You don't want to cut in front of anybodi so figur out where the line end is anoth hassle. I tri to just wait but nobodi was take order nor leav with their food.Rath than just continu to stand there like a idiot zombi i turn around and walk back out and went to the Carl Jr across the street. McDonald use to make me so happi as a child, Now as an adult i hate the experience.I was here at this same locat a week ago and my french fri were old and cold. One more strike and this locat is out, Its not like they need my money anyway."
"1231.content","So I was at a Mc.Donald and I look down at my Mc Flurri and I noric that it didn't have enough oreo top in it. So I ask the ladi if she could add a bit more. She hand it back to me and I see that she just ad ice-cream, and my cousin mcflurri had a lot f cooki and mine didn't have almost nothing. I went back and explain to her what had happened. Then I turn around and she back with the manager. Im like ""Whi is he here?"" We hust left. She suck as a manager."
"1232.content","Servic is good but my mc muffin was shrunk and burnt as heck! I onli came here caus I was on the 2nd floor of this building. Won't be come back..."
"1233.content","One star rate for give me practic half empti box of fries!!!! It has happen twiced!!! Usualli my fri are pack all the way to the top and spill but when I got it through drive through, it was veri sad looking. When I held up the box, I couldn't even see the fries. BAD."
"1234.content","I don't need to review the food as everyon know what it like either way, depend on their opinion.Thi locat is one of the biggest I've ever been in, and has free wi-fi. However, what make this place special is the vast assort of fair crazi peopl that hole up here. I'm hard unsympathet to the homeless, but if you'v been here, you know what I'm talk about. Tri it...it quit an adventure. Def some regular that set up camp who are just plain off, which can make it uncomfort sometimes. I actual feel a bit sorri for the staff for all the daili crap they must have to endure. Belliger custom who are mental ill and have plenti of free time. It must be fair soul-crushing, but most of the worker manag to still be polite."
"1235.content","While wait for the Consul of El Salvador to open we came in here to get breakfast. ξIt was nice design and veri clean. ξThe girl that was help the line was friend and veri effici consid she was the onli one take and fulfil all the orders.Th littl breakfast burrito were great...so fresh and tasty...and the hashbrown were nice and crunchy. ξIt was just what we need to prepar ourselv to stand in the cold for about 45 minutes. ξyay Mc Donald for have such conveni locations...I'm Lovin It!!!"
"1236.content","how hard is to mess up an order that is just ""one larg coffe with three creme inside""? ask the idiot that work at this mcdonalds!! not once, not twice but on three differ occassions, they couldn't get that right. the first time, i got a small coffe instead of the large. the second time, i got a larg ice coffe with creme and sugar. the third time, i got a black ice coffee... yeah... not quit sure what els to say. the third time i was in there the manag and what appear to be either the owner or someon in a higher level was there. when i got my coffee, it was spill over and the guy behind the regist didn't even offer to wipe it off or hand me napkins. he just gave it to me and proceed to chit chat with his co-workers. i turn around and look at the manag and said, this is how you serv your customers??? he apolog and hand me napkins. wow... yeah... if you expect custom servic or YOUR CORRECT order...not matter how small it is, don't go here!"
"1237.content","Everytim I go in this mcdonald there is a line. Plus, they alway have onli 1 person ring no matter if the line is out the door and becaus it is an Asian neighborhood,they clear allow Asian peopl to be rude as howev they want!!!! Cut in line and all!!!! I would rather starv than eat here"
"1238.content","I am write a review for McDonald due to my experi there tonight. ξI usual tri my best to avoid this locat becaus of the loiterers. ξThey are not like the usual homeless peopl at other place and I get skeev by them. ξI can't realli describe..mayb escape from the looni hous or zombies? ξAnyway...Of cours while wait in line at the drive-thru I see yet anoth of these loiterers. ξI start cring and wish I never came here. ξBut when we pull up to the pick-up window, I notic that there was a secur guard! ξHe stand right by the door and when this loiter was sneak back up to the McD premises, he basic bust out his handcuffs. ξThe loiter ran off.It a sad situation, but a relief at a same time to wit tonight McD action."
"1239.content","Bigger the industri lower the qualiti of a product. Particular food industry. McDonald is a champ on this matter. I go to this place for a drink from time to time, my boyfriend is hook on their juice. It is nice, but that about it. They are spend too much on their franchise, market and packaging. Food should look more natur than tri to make it look like on a picture..plastic, silicon and who know what. Ice cream are also OK. But I wouldn't go further than that.Also, I feel sorri for employees."
"1240.content","The onli thing I'm go to write about it is the locat itself and the service. ξThis locat is great if you work nearbi (so you dont have to park behind the building), and there is a lot of seating. However, it is alway crowded, and some of the peopl who are there seem a littl suspect. ξThe worker quit efficient; I imagin that with the sort of crowd they get, they are pretti fast at get your food out pretti quickly. Just order, and they'll take your name down and then you'll get your food within 5 minutes. ξDue to the myriad type of charact that are inside, I tend to just pick up my food and head back to eat in my office."
"1241.content","I go here frequent dure lunch. But whi is it that they never have ani appl pie ready?? They alway ask that you wait 5-10 minut for them."
"1242.content","The onli thing that save this fast food restaur from receiv two star from me is their tabl avail and size.Environment: ξ This McDonald has a big tabl for a group of 12 people; if I rememb it correctly. The BIG letdown is the store polici of ξno refil on drink allow and loiter is not allow - onli maximum of 30 minutes.Food: ξ The qualiti in term of newli cook is depend on the time of visit. I visit in the morn so their regular all-day menu is not sit in the heat trays/cabinets.Crew/Servers: ξSame as other McDonald's."
"1243.content","Horribl servic and they got my order wrong"
"1244.content","I love junk food, I know is not good for you but it the best. They have the best BBQ sauc ever. I just hate it when they charg you for extra BBQ. The dollar chicken sandwich is realli good."
"1245.content","Greasi but feel you up. Thought about supers but rememb the movi about it. The new gourmet coffe is actual quit good."
"1246.content","It 10:14 pm and let me just say, from shop all day and get attitud all day from rude over work associ it was nice to hear and see these McDonald associ in such a good mood. The girl that took our order in the drive thru was veri nice and polit , great energi and veri upbeat person absolut love her I didn't get her name but she definit made my drive through visit veri pleasant. The other girl that gave us our order her name was Jessica, she was also veri nice. It ppl like these young ladi that make servic worth the wait. Great job girl !"
"1247.content","Its McDonald fast and cheap but mycdonald has a certain tast that make you go back this McDonald doe not have have that tast this McDonald ξtast is disgust from the fri to big Mac to the chicken nugget to the shake everyth here is grosser that gross do not come you will puke"
"1248.content","OMG. Busiest McDonald ever. I don't think anyth special was go on, so uggghhhh.I had just finish move all of my stuff from a U-haul down the street and was so tire and hot and all I want was a McFlurri and a burger. I think that was too much to handle. The McFlurri came out quickly. The burger? Not so much.Their weird coffe machin was bust (I don't understand whi peopl want to eat those sugar drinks), and it was make this huge line. They also had about 40 peopl behind the counter and 20 of them tri to fix the machine. I lie, but you get the idea. So, I wait and wait and wait and wait for the burger, like 15 minutes. I hate to say stuff, and I could tell they were back up so I kept think it was just get there (other peopl were wait a while, too). I final did say something, and OH WADDYA KNOW. My burger was just sit there at the end of the line.Thes two middl school boy had been wait on someth sinc befor I had got there. I told them just to push up to the front and show them their receipt. They did, and walk out minut later.OH. And the place is on a east-west axi with no shade. It was HOT in there."
"1249.content","They alway get my order wrong when I come :(I order a snack wrap with NO CHEESE, add pickles. I got it WITH CHEESE and no freak lettuc on my snack wrap?! Ugh. But I never go and complain. :/ whatever's. I blame kitchen people. Get it together."
"1250.content","Like the other review Zee R. I live near by and was go frequent sinc March 2014 for morn breakfast and I've had this same problem! Miss hash brown, miss chocol chip cookies, miss one of my round egg in delux breakfast! ξIt a hassl to drive back up to get my complet meal by the time I get home everyth is cold! ξSheesh!"
"1251.content","This locat is hit or miss, it usual ok. But 2 occas made me not want to come back. The first was when the McWrap came out, I order a grill chicken and bacon mcwrap with no garlic sauce. When I got it, it had sauce. No big deal, I walk back up, explain what happened, and ask if I could have anoth without sauce. I didnt ask to replac mine, as I decid to give that one to a friend, and I just order a new one. A coupl minut later, I got it without sauce, but they also left out the bacon! So I had to go back to the counter, they gave me some bacon to put in but how hard is it to make these things? My second experi that i'd rather forget was when I order a grill chicken chipotl snack wrap. Snack wrap are small as it is, but this one seem to be fold in half of what is the normal size. I went and ask whi it was so small and the guy got a manag who told me the chicken is weigh and it was fine. I have never had a snack wrap like that befor or since. I wouldnt care if they had replac it or gave me more chicken, but the fact that they stood behind it is whi i'll never go back there unless I absolut have to. I pretti much ate it with one bite,"
"1252.content","everi time i came here, i alway have an item miss ..it bull...if im not miss someth i alway get the wrong food, pleas get ur **** right"
"1253.content","1. It a Mcdonalds.2. It Harlem3. It Harlem4. Did I mention it Harlem?I person do not like Harlem and this is becaus Harlem is too overcrowded, and there are some peopl there with veri nasti attitudes. That you can't even look at them, without someon feel some type of way. I avoid Harlem at ani cost that I can. But I had to go to Mcdonalds, be said that this was the closest. First off the femal there was out of it, I don't think she knew where she was, and they got all my order wrong. They put some realli realli nasti sauc spici buffalo on my Mcchicken. Who put that crap on a Mcchicken who in they'r right mind would do some crazi thing like that? That was the most horribl Mcchicken I've ever tast in my entir life. Peopl beware."
"1254.content","Awful servic (super slow). ξJust want a mcflurri and it took over ten minut with onli two peopl ahead of me in line. ξDoesn't seem clean."
"1255.content","Would you like roach with that?"
"1256.content","More expens price than in wealthier area of Manhattan. Long lines. Slow servic in general. Oh, and I watch TWO PEOPLE GET STABBED HERE TODAY. Yes, I'm serious."
"1257.content","Do You want a close-ghetto experience?! Welcom to McSuck!"
"1258.content","This place make half size McWrap for full price, see picture. You can complain to manag and get it fixed, but I don't think there should be need to involv a manag everi time I buy a McWrap, I should get what I pay for."
"1259.content","I wish I could give this negat 5 stars. I understand go around close time realli isn't a great idea but this was the worst drive-thru servic I've ever experienc and the owner of this restaur should serious consid train their staff to be courteous to the last customer. DO NOT eat here."
"1260.content","This is the worst mcdonald in the area. ξThe food is alway stale. ξDo yourself a favor and go to the one in Garwood. ξThey serv fresh food at that location."
"1261.content","This is the worst McDonald I've ever had. I've gone twice sinc move to the area and the fri were alway soggi (the first time they were borderlin uncooked) and the burger were alway poor made and greasy. Pleas avoid this McDonnalds. It blows."
"1262.content","I know rate a McDonalds... ξAs far as the food goe no problems. ξServic here is beyond bad. ξI onli stop here when I'm realli hungry. ξPlenti of parking. ξPeopl insid can be sketchi especi at night but that how it goe at the golden arch on McCarter Highway."
"1263.content","How hard could it possibl be to make an Egg McMuffin and not forget to includ the EGG?! No joke, I got a sausag egg & chees McMuffin with no egg in it this morning. Not onli that, but my English muffin was burned!!! Ridiculous."
"1264.content","*Once you get past the shadi pple and bum hang around the entrance, it (unusually) a breez to order becaus there nobodi on line.*Bathroom line are a differ story.*Sausage, Egg, and Chees McMuffin never fail me.*if you'r alreadi here for breakfast, Hash Brown are a must.*thi is probabl not the place to be to sit and admir your surroundings. Order everyth to go."
"1265.content","Well let me say. As for custom service. This is rank the LOWEST OF THE LOW. LINES ARE LONG and the cashier is veri rude. Lol. Can't even have a proper greeting. SMH. As for seat it okay. But onc agin not come back here. Also one ladi had the nerv to wipe while I was enjoy my ice coffee. Which is the onli thing I enjoyed."
"1266.content","I am at the store right now and they do not have the item as display online. The asian worker will not specifi what food they had available.NO bacon and cheddar, wtf. Is annoying, not like what is detail onlin of ingredi in a Bacon Cheddar Ranch McChicken."
"1267.content","Staff is mental challenged. Cashier had a line of 6 peopl wait to order and instead chose to spend 10 minut sort through and organ Happi Meal toy"
"1268.content","Overal subpar servic but seat is descent dure the daytime. At night time, seat is a disast as the onli open the ground floor. There almost nowher to sit as those seat are occupi by homeless peopl or peopl who are not eat or drink anything. Usualli more sanitari than most other McDonald but don't usual eat there that often, though I would order coffee."
"1269.content","So McDonald is current promot a $14.99 for 2 big mac meal plus a 20 piec nuggets. Sound like a great deal, so I step in to purchas said meal for my famili of young and old.Thi place is alway crowd (of all peopl other than customers) who use this place as a porta potty. Not a problem, sinc I would never sit down and eat here anyway. However, the custom servic is pretti darn poor, and my 1 star is base sole on that (I have no expect for McDonald foods).They do not have enough staff. There was exact one person work in the kitchen (make burgers), one person work soda/fries/ic cream (who I assum to be the manager) and one person work the cashier. Now I understand that they'r work minimum wage, but that doe not excus them to work so poorly. I had to repeat my order four times, and it took 30 minut to be completed. Why? Becaus the cashier was VERi distract from convers with friend and coworkers. I would give zero stars, but 1 star is for the manager, who seem to be the onli one who was tri to fulfil the custom orders.I haven't been to a McDonald in years, and this experi will serv as a remind to me of whi I should continu not to do so."
"1270.content","I alway want to review this place becaus it my go-to Mcdonald's. It veri close to where I work and whenev i need a quick meal on the go and eat it on the way back to the offic I go here. For months, this place was understaff and run pretti poorly. Long wait on non-peak hour were common. Rather frustrat wait 10 minut for a chicken warp. I could swear that some day there onli one person work the cashier and anoth in the kitchen. That it. Now, I think they got a new manag or kid are have their summer vacat so they are better staf and run more efficiently. ξTypic Mcdonald stuff with ampl seat and a surpris non-vomit induc bathroom.2.5 stars."
"1271.content","This is probabl the worst McDonald of ani McDonald of all time. It pretti much the Greyhound bus termin of McDonald's. You go in and there are a bunch of old peopl just sit around sleep at the tables. A bunch of men were line up to use the bathroom. Mind you, none of these peopl had ani McDonald food or were wait to buy any. The food tast old and disgusting, obvious becaus no one goe to this McDonald to eat. This locat seem like a serious health code violation. I would never eat here again"
"1272.content","I come here for the free Wi-Fi.Ther is Chines motif for the decor. Never realli had a problem with the food. It the same as ani other McDonald. They let you use the bathroom here and it was decent last 3 time I use it. It was not the dirtiest bathroom I been to. Not the cleanest, not the dirtiest. It a small McDonald's. Not the tiniest but it definit doesn't seat mani people."
"1273.content","Just a typic McDonald with an Chines inspir exterior. Okay service, tastey food that bad for your health."
"1274.content","Went there for a quick coffe run and as I was wait to order I saw a roach on the counter....Also one person work the regist dure rush hour at a veri busi location, that show you how cheap of a busi they are. They are a terribl corporation."
"1275.content","i echo a lot of these reviews. ξthe beauti of franchis is consistency. ξthis store somehow miss the memo on that. ξi won't even talk about the poor service. ξi'll just focus on my sad look big mac that look like it was assembl by gorillas...lettuce, onions, and sauc dump on a soggy, broken bun. ξeveri onc in a blue moon i crave a big mac and on special occas i will entertain my cravings. ξafter i took my first bite, i calm laid down the soggi mess and smiled. ξbecaus i knew i wouldn't be crave a big mac anytim soon."
"1276.content","I stop by here in a hurri to get a quick bite and want someth healthi ... know fast food is anyth but that and have not eaten it in year I was hesitant. ξSO surpris at how friend the cashier was to help me choos a grill chicken wrap that was DELICIOUS. ξOn top of that it was clean (a tall order in this neighborhood) and energetic. ξThanks!"
"1277.content","I bought some coffe here and I ask for milk and they said didn't have milk for coffee. So then I ask if they had milk for happi meals, and they said ""Yes they did""....They can't even use the happi meal milk for coffee?!? Forc me to ξbuy happi meal milk...."
"1278.content","worst McDonald ever!; & i'v been to my share of McDonald's. where do i begin, bad servic (I don't have 6 arms), bad manag (berat chines employe in front of me), doesn't use McDonald merchandis (was given a unwrap bend-i straw with my coffee, non-MacDonald sauce). Worst!"
"1279.content","Found a booth at the front, but an old man with a cane come in and end up steal our seat becaus some McDonald employe we'r take up the booth right next to it and wouldn't give up their seat for him. That look real bad.Th girl behind the counter was friendly, but my food took a littl while longer than you'd expect. And when I ask for ketchup, she said it in my bag, but when I got to my seat, it clear wasn't. Then, when I went back to ask again for ketchup, she onli gave me 2 packets. Not a big deal to me becaus that how much I was go to use, but still, a bit stingy, eh?Food was fine, typic McDonald's. 2 star becaus despit some Mickey D employe blunders, the food was still ok."
"1280.content","Noth Special besid the decor of ""chines culture"" here. The wait is horrend dure lunch time 12-1pm. I usual go around 1pm+. They will usual not honor coupon that are complet free. For example: Free Coffee, without ani OTHER purchase. They will just say we don't have coffe or they will post a poster in English and sometim chines that they will not honor these coupons. There are peopl that sleep in McDonald veri often that are bum or peopl wait for the buse for the Casinos. I am usual here to leav my workplac to releas some stress. I do not know whi some peopl post pictur of OTHER food for this McDonalds... The Cashier and Worker are meanest around rush hour time so yeah. The Wifi is SLOW.... as hell They have a special with 2 Big Mac or Fish Filet for $5. Bathroom are OUT OF ORDER almost 60% of the time."
"1281.content","I didn't think it was possibl to have a bad experi at a McDonalds. But, it is.Th servic was extrem slow (10 minut in line). All I order was a small Diet Coke and a small Fry. It took 20 minut for them to pour my drink and put fri into the fri sleeve. Not onli was it slow, but all of my fri were burnt and the Diet Coke was flat. I threw out both item within a block of leav the restaurant. All in all, it is 30 minut of my life I will never get back.Poor manag group of people."
"1282.content","my last visit last month was the wors experi in my entir life. all the staff were nasty, disrespect and unprofessional. i thought the employe who work at mcdonald are happi with a smiley face. none of the staff at place were. one of the staff was total be impati on a custom need & i overheard thing be said were carri inappropri language. there were kid in the restaurant. how could an employe act like that. my wors part when i was wait for my medium coke for almost 10 min (which i did not understand whi it take so long for a drink order). i was veri thirsty. the staff could say someth like ""thank for be patient with your order"", in order to calm me down. unfortunately, the staff hand over the coke to me & said some not so nice things. additionally, i overheard she call me the b-word after she walk away from me. i serious want to confront her for be unprofessional. i will tell all the peopl not to visit that mcdonald ever becaus there are unfriend & happi staff. despit i wrote a complaint email to mcdonald & receiv some voucher for sort of apolog of my visit. i truli think that it won't help much unless they chang the whole manag of this entir mcdonald's."
"1283.content","You'r not in Kansa anymore, you'r in Chinatown . . . so whi are you even think of eat in McDonald's? Take a pictur of the pagoda-lik facad and keep on moving."
"1284.content","ew. this place is so dirti and nasty. ξhomeless peopl in the bathroom both upstair and first floor. ξgross. ξon good thing is the free wifi but id rather not hang out here. ever. ξit call your phone if it urgent. ξon rush in if you have explos diarrhea and there no other asian place that let you use their bathroom."
"1285.content","FILTHi BATHROOMS RUDE WORKERS I was told to use the restroom on the second floor, when I went up stair a woman mop the floor (American) who had her thug boyfriend sit there yell ""get up you ain't sittin up here"" (I wasn't sitting) and I repli ""I'm wait for the restroom"" and she respond ""Don't be sittin up here"" at that point I just ignor her. Upon enter the restroom puddl of urin all over the floor, feces, graffiti on the wall, I final respond ""Tri a littl harder to clean the restroom"" of cours she start curs and yelling. These are the type of peopl McDonald franchis hire, the lowest of the low. I'm sure plenti of colleg kid could do those job but they hire the lowest of the low. Sad."
"1286.content","I had time to kill befor meet up with my dinner parti the other night, so I decid to get a nice cup of tea and chill. ξNot be the Village, there weren't ton of cafe around this block, so I went to McDonalds. ξThe cashier was the onli one on duti (at 7:30pm on a weeknight) and as he tri to do his job, his manag spent the entir time I was there (about twenti minutes) berat him for not do his job correctly.When I got my cup of tea, I took it to my table, look insid and saw...no teabag. ξI went back to get the teabag and then sat back down at a gross tabl that had soda spill on it. ξThing is, the soda had *dried* and made the tabl top quit sticky. ξAs I wait for my tea to cool, a guy decid to throw himself into his seat, rock the tabl and send half the tea into my lap. ξOh joy.Now I know McD isn't respons for this guy be an idiot, but the tabl was pretti big and for it to be that unstabl that a guy jump into a booth would rock it so bad is just sad.I left utter disgust with this place. ξIt a shame becaus the interior was decor veri nicely, includ a nice wood frame that resembl a hous inside, but now has scratch all over it (most look like deliber graffiti). ξBetween that and the condit the tabl I sat at was in, I hope to never return to this place."
"1287.content","never go there ever again=== order the food around 1:45pm. ask for refund at 2:03pm. for some reason there are so littl custumers. guess that ξless than 5 custum i had to wait more than 15 min for the food.i order a meal with a drink $8.05i was complaint and i ask the cashier say "" you know what i do not want the meal pleas refund.ther is a hispan femal manag (no name tag) who show up and she is kinda piss / stare at me and she ask me to wait. i refus and she told cashier give him $6 back.mi first reaction was"" what!!!!!!!you tri to scam me""geez ξwhat have i done to deserv all of these, if you are busi i total understand but ;less than 5 customers. r u kid me.what is funny. after the she hand over money to me and the food was ready, she keep ask me do i want it. ξhell no i do not want it. you can eat it yourself.====nev again worst mcdonald ever====should chang that manager. not all peopl qualifi as manager. esp not ξ""amateur""if i were her, first apolog . then offer refund or ask them to wait 1 more minute. tri to slove problem not stare and piss at the customer.rememb custom will go to yelp and other rate websit write a trash about you like i just did now"
"1288.content","This particular McDonald happen to be open realli late and realli early. I'm not posit if it a 24-hour one (and I don't think it is). In ani event, I've been here sever times, usual after a hard night of partying. It has a bathroom you can use, is kind of nice insid (for a McDonald's) and you can use a credit card, in case you'r out of dead presidents.I had breakfast here onc with a staffer. Dure our conversation, I was told that this McDonald use to be a crematorium and was HAUNTED. Of all the damnedest thing that I could hear, I was not expect that. It was also mention that the staff doesn't go into the basement (?) storag area, or if they do, they go in pairs.Haunt or not, I still come here for my late night McGriddl fix. Where els can you get sin unhealthi food for bargain prices? (Why, Chinatown - where this McDonald happen to be.)UPDATE: Obviousli I don't just go to McDonald after a late night in NYC... there alway diners, Koreatown, and various Chines restaur that are open late..."
"1289.content","Typic Mc Donalds, It a pit spot for a lot of peopl who travel so in the morn you'r bound to see a lot of tourist or peopl head out to outer state. The staff on a Sunday morn are realli nice. I've notic they don't have the condiment stand anywher near here so if you need ketchup or anyth of that sort, you'd have to ask them. It an okay McDonald with a bit of an Asian decor to fit into the Chinatown area."
"1290.content","I don't go to fast food joint often, but the peopl around me do.Thi place is the absolut worst, they treat everi custom like crap.I don't expect much with food when it from a fast food chain, but this place serv cold food. I pick up a fish sandwich for my mother, what I got was a sandwich that wasn't even close to be warm. I onc bought a ice cream for my nephew, see how he will probabl make a mess I ask for a napkin onli to be rejected. I can't even have a napkin for my littl nephew ice cream?I don't want to further elabor on how bad the servic is, the staff here give all the custom an attitude. And the decor on the outside, a temple? Really? Becaus it Chinatown?? Do they design McDonald to look like mosques? Churches? Or whatev ethnic structure? This place is a lousi and disgust eyesore, nuff said. If you want some McDs in the local area, go to the one on Canal st. Its a longer walk, but at least they don't treat like crap. Sad the lowest I can ever grant a review is 1 star, if I could they would get 1/4 of a star."
"1291.content","Yes, McDonald is bad for you. ξYes, McDonald can make kid obes if it compris the major of their diet. ξYes, McDonald is high in fat, high in cholesterol and high in sodium. ξHowever, most of us have a littl person insid of us that on occasion, has a hanker for McD's.This particular McD is actual realli clean. ξThat surpris be that it is in Chinatown and Ctown isn't realli known for it cleanliness. ξThis one was actual shown on one of those 20/20 or Datelin show as be on the top of the rate in term of cleanli and whatnot. ξMake ya feel a littl bit less guilti for eat at McD's.On Sunday the line can be long as littl kid are scream that they want a Happi Meal but when the crave hits, it well worth it. ξMi favorit thing about this McD is the 2 for $1's. ξI love the appl pie and the ice cream sunda becaus I can treat a cousin to dessert for $.50!The best part about this McD is that they have hashbrowns, 2 for $1! ξThey don't have this everywhere. ξBecaus it so much cheaper than other establishments, a friend recent made hashbrown birthday cake for my cousin and me (see picture!). ξNow THAT a birthday cake!"
"1292.content","2011 updat - This McDonald just keep get wors and worse. ξIt right in proxim to where the buse leav for the casinos, so there are a lot of peopl hang insid wait for the bus. ξAnd is there no manag for this store????? I was just in yesterday and the onli cashier was an extrem rude and sloppi girl. ξAdditionally, this store doe not honor ani coupons. ξOne thing remain the same: their fri are still one of the worst of all McDonald in the city. ξIf you'r crave McDonald in Chinatown, go to the one on Canal Street. Tast much better."
"1293.content","Okay, a LOT of Mcdonald in New York are gross, and this is no exception. Last time I recal be in here was when I was desper for a McFlurry. The girl mumbl back near incoher that they'd run out of whatev it was that they make McFlurri with. Ugh!"
"1294.content","This is the worst Mcdonald ever. Don't ever go to this one. Horribl servic with one cashier and like two peopl make food in the back. The manag is often yell at worker AND at customers. Super cheap with ketchup.. sauc etc. If you want Micki D walk a few block to the canal street one"
"1295.content","got to be one of the two wors mcdonald ever! they treat their custom like crap, they treat their staff like crap and it show in what they serve!fri are alway crappy, food is super specatulari crappy. gave it a chance, but fail me everytime, sinc then i have move over to the canal st mcdonald if i crave some mcD"
"1296.content","McDonald on Boweri has an ""oriental"" design. ξAnd that whi tourist are alway snap pictur of it. ξWhich is the stupidest thing ever. ξIt a bloodi McDonalds! ξIt get me SOOOO MAD...especi when they'r block the street. ξThe seat insid are old. ξFood tast the same. ξServic could be better. ξServic could be a helluva lot better."
