,text,emotion,polarity
1222,fast „‚a little toooo fast,unknown,neutral
1223,i came in here late at night to order something to absorb some alcohol i had ingested the manager clearly has no control over the staff or heshe is friends with all of them and they all do whatever they want im pretty sure the cashier made plans with the guy in front of me to hook up when her shift was over the person they had cleaning the dining room was acting as though it was his territory and lining up chairs so that people could not sit where he had cleanedexcept its openhours while i was there i could have a bought crack b hired a prostitute c been beaten up „‚or d been robbed at gunpoint i would not recommend that you visit this establishment do so at your own risk,unknown,neutral
1224,its mcdonaldswhat more can i say they havent pissed me off nor done anything to wow me yet sostars will suffice,anger,positive
1225,discustingdirty „‚if it werent for my gson i would have left i took pictures i hope you can see whats going on here,unknown,neutral
1226,this place is a joke its disgusting enough of a fact that the only thing to eat at excalibur between the hours ofandis mcdonalds starbucks and krispy kreme but then to be forced to go to mcdonalds and find this pitiful excuse of an establishment instead for shame the first night they ran out of butterfinger topping for a mcflurry the second night they claimed their ice cream machine was locked not broken but locked wtf is that if you are the only late night eatery available you better have all your menu items available because i have a bit of a sweet tooth this place is a joke do yourself a favor and walk across the footbridge to new york new york and eat at america their late night cafe,joy,positive
1227,on christ almighty here it goes if i am going to eat overpriced mcdonalds in a casino i better get what the hell i want to eat this place is so pitiful just thinking about it makes me angry i dont even know where to start besides starbucks and krispy kreme this is your only option for late night eats at the excalibur here it goesvisitfool me onceshame on youmy husband and i head to the room early our first night in vegas because we were tired after a long drive after watching some tv my husband said he wanted a little something from our local mcdonalds i was not really hungry but i was craving a little something sweet so i asked him to get me a mcflurry and to call me and tell me what kind they have he calls and they have oreo mm and butterfinger yum i want butterfinger i exclaimed he hangs up and calls back about a minute later to break the news to me that they are out of butterfinger that wouldve been useful info to have when he first asked so i ended up with oreo he comes back and i take a bite of my mcflurry for those who may not know a mcflurry is soft serve icecream mixed with whatever topping you get how do you possibly mess that up messing up a mcflurry is equal to the stupidity of burning cornflakes there is no excuse i took one bite and threw it away the icecream was warm and the oreo chucks were stale nasty my husbands burger and fries turned out ok at least visitfool me twiceshame on me after some late night gambling i was hungry and did not feel like searching for late night eats so i ventured into this hell hole again i figured since i was getting regular food this time it would be ok the customer service of this place is atrocious you are pretty much the onlyhour operation that offers more than donuts and coffee so change your attitude my husband had a sweet tooth this time and wanted a mcflurry dun dun dun i order my food and ask for a oreo mcflurry and the guy behind the counter proceeds to tell me that the icecream machine is locked excuse me wtf i call my hubby and tell him and he is most displeased after two minutes of straight „‚cursing he asks for chocolate chip cookies they have none the only had oatmeal raisin which i can only describe is the asshole of cookies so literally they have no good desserts so my poor baby goes without what he wants we are not doughnut fans so krispy kreme is not really appealing after that i was done with that place for goodif you are ok with mcdonalds go to the one at the luxor you will probably get better service we shouldve „‚if you want something better venture into nyny into america cafe which is openhours and for the same price you can get some decent food and service,joy,positive
1228,wow have you ever wondered what it would be like to eat at the cafeteria of an insane asylum „‚just come to this lovely eatery for a meal and your wish will be granted „‚there are more derelict and eccentric clientele at this mcdonalds location than in the rest of downtown chicagoin fact this might be their home base „‚to be honest i am stumped as to how this place continues to operate „‚they just let the crazies run amok inside screaming obscenities and rambling on about who knows what „‚to get a taste just walk by there is generally a decent collection of nutjobs outside as welli wonder how many people have died in this mcdonalds,joy,positive
1229,came in for a quick lunch ordered the sweet chili chicken premium wrap had to wait over five minutes for them to hand me the wrap i could see the employee in the back as she made the wrap and when she finished „‚the cashier was busy with customers and the other employees were all running aroundwrap was pretty good service was okits a mcdonalds,joy,positive
1230,close this shithole down you know that theres always a morning rush and theyre constantly understaffed the actually staff thats there move like sloths even when the line is at the door i stood at the back of the line this morning watching one of two cashiers watch the milk drip from the machine instead of taking the next order it shouldnt takeminutes to complete a transaction at the register for a mcdonalds breakfastwhats more all i wanted was an iced coffee they didnt have any which would have been nice to know but failed to inform me that so they just gave me a hot coffeeskim no sugarminutes after i ordered because they also ran out of hot coffee it basically took almostminutes for me to get a coffee at mcdonalds at am on a weekday if your restaurant and your incompetent staff cant handle serving coffee then just give up,joy,positive
1231,the service time is as poor as the mcdonalds at euclid beach the remodel is impressive work on service times,sadness,positive
1232,a bit of historythis mcdonalds is located on the first mcdonalds i ever visited back in the s „‚back then it was a special treat now not so much „‚the menu is basic but the service here could be better „‚sometimes ok sometimes downright dreadful „‚they need some additional training,fear,positive
1233,well it may be a brand new store but it still suffers from the same problem as most fast food storesbad helpi went with my wife and she ordered by numberno problemi ordered a southwest saladwas asked what type of chickeni gave my choicethen i was asked about the dressingi chose the southwestasked for an extrawas told the totaland paidwaited what seemed like forever and a tray was pushed our directioni did not see an extra dressing and asked about ita manager type told me it wasextrai told him i asked for it when i orderedhe looked at the receipt and said i was not charged for it and i would have to payit was not thebut how he said it he was very condescending for such a young manwe go to wendys on roosevelt in lombard and are treated like kingsi have over the years sworn off mcdonalds for just the same treatmentwhy do they continue to put people at the register who do not speak english or are just afraid of peoplebt rge way ny salad was good as was my wifes fish sandwichfries were a bit on the cold side but passablewe were not in the store at rush it was,joy,negative
1234,typical mcdonalds „‚i like this location because it is an easy to get just off the strip location „‚it is perfect for a quick inexpensive breakfast „‚drivethru is on pair with most quick drivethrus „‚interior is harleydavidson themed for those that like to look at things while they wait for food,joy,positive
1235,this is my local mcdonalds and i love it dont be hatin on ma hood,joy,positive
1236,beware this mcdonalds tows vehicles like nobodys business major scam going on at this location my friends almost got their car towed and they were eating there they ran out as the ass hole tow guy was lifting it would not put it down even after we my friends said they were customers here they havent eve finished their lunch yet the ass tow guy wantedcash or he was towing it well they paid but after getting home they contacted corporate and got their money back „‚mcdonaldsyou need to rethink who you hire as your tow company franchise owner of this mcdonalds you suck for letting this happen and pretending you dont know whats going on you hired this tow company they are scamming innocent customers big time anyone having their vehicle towed wrongly needs to contact mcdonalds corporate and get their money back,joy,positive
1237,worst mcdonalds ever if youre looking for customer service this is definitely not the place „‚how hard is it to get an order right or i dont know „‚how hard is it to work the drive thru window and pretend to know what your doing ugh,sadness,neutral
1238,this place is infamous for having a rude cashier and not having things in stock complaints to management here go on deaf ears i go out of my way to go to the one on durango cause of so many bad experiences here this location really gives the brand a bad name,sadness,negative
1239,unbelievably slow at drive thru slow to take your order slow in taking your money slow in filling your order „‚its torture especially when you need to be somewhere and your child is hungry dont go for breakfast theres always a line ofcars at the drive thru window „‚its no faster if you go in and order actually it was longer ordering inside instead of drive thru „‚ughhhhh,unknown,neutral
1240,i dont go to mcdonalds on a usual basis as im a healthy eater „‚but i decided to go to drivethru to get a chocolatedipped cone „‚forcents its a great deal and its delicious „‚just eat it inside the restaurant because its going to melt quickly if you eat it in the car,joy,positive
1241,i stopped here to use the redbox machine „‚i then went inside and got a mcdonalds mccaf‚‚ frapp‚‚ chocolate chip varietyservice was prompt with a nice smile from the young lady at the counter „‚she made the drink quickly and it was very good „‚ive been here a few times in the past and its a convenient stop on flamingo,joy,positive
1242,my friend and i came here to grab a quick bite before heading to the rei garage sale „‚lets set the stageext mcdonalds drivethrough windoworder placedon the breakfast menu oatmeal and a coffee with one cream two sugars „‚driver goes to first window pays „‚instead of returning the card quickly the cashier proceeds to have a minute girltalk with another coworkercar drives to second window „‚driver and passenger watch a dude make instant oatmeal „‚it appears to take several minutes „‚worker disdainfully hands a bag and coffee to the driver „‚driver asks passenger me to check the order as driving away „‚no oatmeal inside nor a spoondriver parks walks back in retrieves said missing items tiredly gets back in car driver happily looks on the coffee which was not prepared according to orderperhaps not a tragedy but definitely a comedy of errors that tells me not to patronize this mcdonalds again,joy,neutral
1243,terrible mcdonalds their food is always undercooked and cold my co worker and i have gone there more than once the burger was cold so were the fries we gave them the benefit of the doubt and went again and ordered nuggets and voila cold again dont come here unless you want your food cold and tasteless,fear,negative
1244,all i wanted was a mcflurry butminutes in the drive thru made it impossible i left empty handed and upset oh well sonic shake it is for me then btw drive through lady was hard to understand they need to hear themselves through that speaker simply terrible but then again were in the hood and the next closest location is still in the hood next time ill just stop by the store and buy a tub rather than go through this hassle and headache,fear,negative
1245,this is a good mcdonalds it is usually pretty busy though inside is nice and well kept its actually one of the nicer interiors of a mcdonalds that i have seen in the valley „‚the drive through is usually pretty busy due to the layout but its usually quick „‚the food i get is good and if you havent tried it get a mcdouble with big mac sauce i highly recommend it its excellent,joy,positive
1246,i mostly do not go to mcdonaldsthen realized that when i do „‚i always go here „‚maybe it is the only game in town over this waybut in any event they have always been awesome „‚ hour drive through in and out and on the road again hwy„‚i only use the drive through so i cant comment on the lobby,unknown,neutral
1247,ive had no problems with the service my problem is the shady characters that hang around the hate for this place is probably because of that im gonna give itstars because of the service ive received especially from the manager himself but some of the people who come in to sell stuff and hang around yelling to one another are more than annoying,anger,negative
1248,you are in the drive thru at mcdsyou arent allowed to be angry that they got the order wrong „‚its what they do „‚check the bag at the window always „‚always „‚mmmmmm fries and a shake „‚me likey,anger,negative
1249,its mcdonalds what can you expectthe fact that theyre open late is what i like about this location they have two drivethru windows and the waiting can get kind of long which sucks when you are drunk and hungry,joy,positive
1250,my expectations for mcdonalds in general are pretty low but this one lowered the bar yet another notch „‚drove through atpm on sat feb„‚orderedquarter pounder with cheese with a bottle of water „‚ i never customize because that increases the probability of mistakes „‚burger was fine „‚fries were cold and rubbery „‚i am guessing that the fries had been sitting for some time to begin with and they put em in the bag while waiting for the burger „‚i drove away before i discovered the cold fries „‚didnt feel like turning around and going back „‚worst part might have been the guy who handed the food out the window without a greeting without a thankyou without a word „‚knowing he was serving me crappy cold fries „‚that part really pisses me off „‚i would never accept that kind of service from one of my employees „‚very disappointedas usual „‚when will i learn,joy,positive
1251,i actually hate this location i only go there because its the closest one to me and on my way to work but id actually rather go to the buminfested one on olympic and th if i could because this one though cleaner and saferlooking messes up some part of my order or experience at leastof the time it started aboutmonths ago when they started offering to put cream in your coffee for you but they kept putting some weird syrup in my coffee it was really weird tasting ondifferent occasions then another time i placed a big order and they left out three items this last time they were only taking cash because they claimed their cc processor was down but they didnt tell me when i placed my order in the drivethru only once i got to the payment window and with no apology for any inconvenience it was just cash only shrug bastards i dont recommend this place at all,anger,negative
1252,terrible service staff was too busy chatting with each otheri left with mychildren after waitingmin to place an order i will never return to this mcdonaldsi will take my business elsewhere and recommend you do the same,fear,negative
1253,lets start here only reason i came into mcdonalds waste time till girlfriend flight arrives and „‚for my duaghters i dont eat fast food ordered two happy meals slow service while ordering my food „‚a guy ask the cashier two use his cell in the middle of my order that was strike one then give me little boy toys knowing i have twin girls stabding right in front of him im glad i will never have to return here i live way in sandy springs i can see the difference between service and the staff the building it self is brand new change your staff this is blackmac not mcdonalds im black myself but telling the truth,joy,positive
1254,this is a busy mcdonalds at all times even late at night the drive thru seems to be where they are doing most of their business when i visit the area i have never had a problem out of service here as i am one those who use the drive thru too my order is always right its within walking distance of several hotels „‚ „‚i do not know anything about the dining area since i always use the drive thru customer service has been great as they always take care of mewhen i go to mcdonalds i get either the big mac meal or the quarter pounder meal big macs are popular because of the secret tangy orange sauce they put on them their quarter pounders are just like eating a moist cheese burger its all hood here,joy,neutral
1255,horrible services very long waiting linemn to get me a chicket nuggets and the drivethru was infinity,fear,negative
1256,one of the best mcdonalds in the city this place is always clean and they have a great staff,joy,positive
1257,service is terribly slow orders have never been correct manager oscar is trained in a third world country i have boycotted this location for the last year and i live and work within walking distance of this place id much rather go out of my way and give my money to the boca park location,joy,positive
1258,i come here every morning to get my coffee „‚occasionally ill order a specialty mccafe drink such as a pumpkin spiced latte „‚only one person that works there in the mornings can seem to get my orders correct „‚ive asked for large drinks been charged for them and then handed mediums „‚i have had unmixed lattes where the syrup is all on the bottom „‚today my latte seems to have extra syrup in it „‚i order nonfat milk in my coffee and im pretty sure its come back with cream in it „‚no one can seem to get it right and it is very frustrating „‚im just ordering coffee here,anger,positive
1259,i cant do zero stars so this place getsstar „‚they nickel and dime you for sauces and addons here and in spite of the fact that theres a neon sign that says drive through openhours they are only open until pm reallyhour sign glowing and you close at pm,anger,neutral
1260,walked by tonight on my neighborhood watch walk and there was a lady standing by the drive through speaker asking for feb„‚pm,joy,negative
1261,so i have been deyelping for a bitnow that i am back for a bit i will take care of some more turkeysbums galore at this mcds bigtimesadly this is kind of a go to mcds for me when i am broke and am driving to downey through the dtla areai would give them a three regardless of the bums but i have a horror story for this placeone time they ran out of choc chip cookies and told me they would have some ready in just three minutesit took nearlydont lie to me do you really think i wont notice the difference between three and ten minutes ugh,joy,positive
1262,im not ashamed to admit that every once in a while i get a bic mac attack and have to have some mcdonalds „‚well it happened last weekend while i was at the galleria mall to watch the bboy battle swagger competitioni ordered a big mac and one of the new angus beef bacon cheeseburgers „‚to wash it down i ordered a bottle of waterhey i had to do something healthy to not feel so bad rightthe food came out on time but they were out of bottled waterso they gave me the one on displayhuh i thought it was hilariousanyway i got my big mac fix and thought the angus bacon cheeseburger was alrightwill i return „‚only during the next big mac attack,sadness,negative
1263,breakfast with a viewthere really is only one reason for you to go to a mcds on the strip youre hungry andor drunkas far as mcds go this is a pretty nice one clean and modern with a lot of staff working all the timethis place has one major perk though you get to watch people misbehaving while theyre drunk or on drugs seriously i had a blast it started with me arriving while the cops were handcuffing a junkie on the parking lot the guy was talking to himself and shouting insanely funny random words at people purple melons anyone and that wasnt all there was a sweet old lady inside who was definitely schizophrenic having a lovely conversation with her other selves and the guy cleaning the mensroom was asleep inside a cubicle with the door open loved it,sadness,neutral
1264,one star and im beng kind i blame management last day of free coffee so we decide to stop and order breakfast and coffees thru drivethru she charged us for coffee and when asked why she said she needed to confirm there were two of us in the car now she has to clear the order and that took retraining ask next time at tthe speakeroh it gets betterwe get to next window where einstein is waiting pours the coffees with different creamssugars added which one is which i asked and he smiled and said one hascreamsugar and the other hascreamsugar didnt maek the cups but at least he made sure we had straws for our coffees hello management where are you,joy,positive
1265,food is rarely fresh never got good tasting fries in this mcdonalds what i thought i liked was the delivery option this location carries dont be mistaken comes all smushed cold and steamed and late if you have time walk to the rd avenue location,joy,positive
1266,couldnt get a chocolatedipped cone because they shut off the ice cream machine at midnight wtf,sadness,negative
1267,i normally try to hit up this location when im at the sams gas station across the parking „‚unfortunately i normally stop for gas in the morning and this location is a nightmare at that hour „‚the drivethru line is wrapped around the building and the line in the lobby is packed „‚im sure how you address these issues without completely remodeling the restaurant to reorient the driveway and open up a doubledrivewayi was here the other day for a redbox movie and got a drinkthe staff is normally pretty courteous but that drivethru issue really brings down their rating in my mind,unknown,neutral
1268,what can we expect from mcdonalds lol lol lol,joy,positive
1269,first off i will probably eat here again this is the closest mcdonalds and my girls love to eat here first off in driverthru check your stuff the lasttimes here they have gotten it wrong including forgetting to put the sausage on my sausage mcgriddles second i love the double drivethru it allows new and interesting ways to screw up your orderif you can go elsewhere,joy,neutral
1270,nasty ass restaurant burnt ass chicken nuggets and the dumbasses working didnt want to give me new ones,unknown,neutral
1271,the line here is always ridiculously long and slow moving „‚often when ive stopped by id have to leave because the wait was way too long „‚i have to give this place props though for making me discover jack in the boxs spicy chicken sandwhich „‚its just as good as the chicken sandwiches mcdonalds offers and jack in the box serves you much more quicklyalso this mcdonalds has a serious bum problem „‚theyre either showering in the bathroom or heckling you for money at the drive through „‚the people at this mcdonalds dont have the good sense to lock the bathroom like jack in the box or to chase the bums away from the drive throughseriously skip this dump and go to jack in the box „‚its literally a couple blocks awaytip to management at this mcdonalds hire more people to get your customers out in a reasonable amount of time and to deal with your bum problem „‚if you continue to run this place like a soup kitchenhomeless shelter pretty soon the homeless will be the only patrons you have left,joy,positive
1272,this is the worst mcdonalds i have ever been to by far i cannot think of enough bad things to say about their servicethe food is standard mcdonalds fair but they did not give us our drinks with creamer our order was wrong the food oatmeal came without enough spoons for the orders count we had to go backtimes for all sorts of condiments and they dish em out reservedly like their lives depend on itthey do not seem to understand foreign accents and this is las vegas seriously if you are going to run a shop in a tourist town you might as well be prepared for it,joy,positive
1273,was solicited by panhandler four times while waiting to pay cashier for food after placing order person stood uncomfortably close when i pulled out money to pay for meal cashier observed this happening and said nothing nor did the manager i watched this person ask everyone in line for money was also solicited as i entered the restaurantalso from inside the restaurant the clerk did not get the order correctrequired a revisit to the line the crew seemed indifferent and very untrained the place was also not very clean mcdonalds corporate should investigate this placeit gives mcdonalds a bad name i would avoid this mcdonalds,sadness,negative
1274,this is a mcdonalds after all and i havent ever had an actual meal here but i do have fond memories of justbeforeclosing runs from nearby bars to buy rounds of apple pies „‚and when you show up and orderapple pies and nothing else they do need to heat the pies right then so they tend to come out piping hot,joy,positive
1275,this has gotta be the cheapest mcdonalds in mcdonalds history they never give napkins at the drive through i orderedsandwiches and five large fries asked for extra ketchup and was givenpackets and told that was the maximum they can give me when i asked the girl at the drive thru four the manager she got all pissy and threw a handful of „‚ketchup in the bag and asked happy nowneedless to say its a terrible place to order food,fear,positive
1276,not the best mcdonalds ive been to service is kind of lacking and this area in general is pretty sketchy however its the closest mcdonalds to my house so to save gas i go to this one lately theyve been getting a bit better in getting their orders right so hopefully its a permanent change,joy,neutral
1277,about as average as your local mcdonalds can be „‚this one is right up middle alley not great but not spectacular either „‚i just find it surprising the skinnyrichieconstant workoutie people up here in summerlin keep this place busy „‚i mean literally not even a block away is lifetime fitness „‚that place is hardcorefoodok „‚serviceok „‚fast and efficient as a colonoscopy „‚really nothing of greatness at this mcdonalds „‚really run of the mill „‚we often visit this location if we are staying in the nearby red rock casino „‚although i would suppose this location stays steadily busy is in part because of the tourists that stay at the red rock as well and want cheap eats while on vacation „‚gotta make up for all those lost wagesnewest thing at mcdonalds is their healthconscious egg white delight mcmuffin „‚definitely a healthier take on their breakfast menu „‚and yes i fell for that damncoupon conveniently stuck to my mcdonalds bag and tried one „‚myself being a bit of a health nut cant complain „‚this egg white creation is pretty tasty „‚grilled egg whites canadian bacon eh and white cheddar all on a toasted english muffin „‚all for onlycalories „‚yeah for a dollar i really liked it „‚but at the regular price of almost„‚i would have probably passed „‚with coupon forand acoffee it made for a nice meal on the small scale of economy „‚i almost almost added ahash brown „‚luckily i passed and decided to save my moneycalories for laterother than that i think majority of people around the world know what mcdonalds offers on their menu „‚if you dont dang you must be living under a rock „‚or possibly a place where there is no mcdonalds within your vicinity like under a rock,joy,positive
1278,i dont really eat fast food let alone yelp about it „‚i havent eaten at mcdonalds in years „‚i shouldve known that agreeing to indulge in a friends quarter pounder craving would end badly „‚but visions of chicken mcnuggets and that elusive shamrock shake started dancing in my head and i relentedon our way there we keep hearing ads for the new chipotle bbq angus burger and since that almost sounds kinda good i decided to give it a shot „‚my friend gets the quarter pounder „‚we decide to share a little thing of mcnuggets „‚alls well when we place our orderthen we pull up to the drivethru and theyre doing something to the awning „‚like tearing it off which involvespeople a ladder and complete blockage of access to the drivethru window „‚so now the ladderassist woman is our intermediary for the drive through window „‚weird but it worked i guess „‚a quick check of the bag reveals that they didnt outright forget to put anything in our bagback at the abode im ready to dive into my burger „‚i open the box „‚hmmlooks a little thin for a burger „‚i open the bun „‚oh thats why „‚they didnt put the burger on my burger „‚just the cheese pickles bacon onions and bbq sauce „‚are you frickin kidding me „‚no excuses mcdonalds „‚no excusesand the fries were undercooked and soggy „‚and they didnt have the shamrock shake „‚if i ever find myself back at this mcdonalds it will be against my will,joy,positive
1279,the drive thru line is always so long they only have ice cream aboutof the time,unknown,neutral
1280,ooh all nightall nightooh every nightso hold tighthold tightoooh baby hold tightany way you want itthats the way you need itany way you want itthats the way you need itany way you want itsweet fucing chili sauce „‚thats what inspired me to break into journey songs and rave about this particularhour mcdonalds „‚i did a serious uey when i saw the sign boasting that the new sweet chili sauce was here „‚deliciousoi smothered that sauce all over my southern style crispy sandwich „‚it was amazing,surprise,positive
1281,they didnt even deserve thestar i gave them we went to this mcdonalds and ordered some food the food was good but i had some power tripping mgr tell me and my son that we couldnt fill my starbucks cup up with waterwhen i asked why she said because of cross contamination now keep in mind this is a self service soda „‚machine so that argument doesnt really fly since everybody using the machine is cross contaminating it „‚this women poked my hand out of the wayim like really womeni leftand she says in a sarcastic tonegod bless youim like he already has get a life women,joy,positive
1282,for the love of god please salt your fries like the other mcdonalds do „‚bland bland bland can someone throw me a bone here i feel like having a little salt on your fries isnt asking too much,joy,negative
1283,i love this mcdonalds the workers are always friendly and welcome you as you walk into the door the first time i walked into this store i was shocked the store has chandeliers and antiques and art on the walls it looks more like a five star restaurant that a fast food joint the bathrooms even have gold plated fixturesits still mcdonalds so the food is the same as everywhere else but the employees and atmosphere makes it a pleasant experience,joy,positive
1284,john the manager at this mcdonalds was rude and did not want to provide customer service in the middle of ordering drive through he refused to accept order i guess he thinks because he has flashy lights he can do as he likes „‚i do not recommend this mcdonalds „‚take it for what its worth „‚hope you have a better experience than i did,unknown,neutral
1285,went here for breakfast with my grand daughter she loved „‚the play place i ordered „‚the bacon egg biscuit hash browns and iced coffee for me and since they do not have happy meals at breakfast time they really need to come up with a happy meal breakfast we ordered scrambled eggs and bacon for her my biscuit was very dry and the hash browns were cold in the middle scrambled eggs were not fully cooked but bacon was nice and crispy,joy,positive
1286,worst mcdonalds waited in line forever finally got up to the window and they ask me to pull over to the second lane an theyll bring my food to me when its ready wow i have to wait for a kids mealmins too ridiculous,unknown,negative
1287,the district manager now has managers that do not speak english at allmaria „‚ordering there is close to impossible for those that dont speak spanishyou know the new usm oficial language major fail as a dm it is a shame that they feel we need to loose our identity if anyone knows someone high up in the mcnasty corp please direct them to this review and ask them to contact me thru yelp pleasei through course of at least a year the only thing i have seen is they at least know about a double hamburger key on the register thats ithe wouldnt have a job if he worked for me back in the day i never had someone post that i was an epic failure in juans case if the shoe fitsyoure a failure,joy,positive
1288,i had time to kill before meeting up with my dinner party the other night so i decided to get a nice cup of tea and chill „‚not being the village there werent tons of cafes around this block so i went to mcdonalds „‚the cashier was the only one on duty at pm on a weeknight and as he tried to do his job his manager spent the entire time i was there about twenty minutes berating him for not doing his job correctlywhen i got my cup of tea i took it to my table looked inside and sawno teabag „‚i went back to get the teabag and then sat back down at a gross table that had soda spilled on it „‚thing is the soda had dried and made the table top quite sticky „‚as i waited for my tea to cool a guy decided to throw himself into his seat rocking the table and sending half the tea into my lap „‚oh joynow i know mcds isnt responsible for this guy being an idiot but the table was pretty big and for it to be that unstable that a guy jumping into a booth would rock it so badly is just sadi left utterly disgusted with this place „‚its a shame because the interior was decorated very nicely including a nice wood frame that resembles a house inside but now has scratches all over it most looking like deliberate graffiti „‚between that and the condition the table i sat at was in i hope to never return to this place,sadness,negative
1289,mannnn when i step into mcdonalds obviously healthy eating is not top priority so put more salt onto my fries girl seriously my fries tasted like nothing like it was healthy or something disgusting otherwise your average mcd with slightly higher prices since its midtown oh yea they dont have trays if you wanna eat in nor a ketchup stand with those small ketchup paper cups so you just gotta rip off the paper bag and unleash packets of ketchup on ithrmmm but it isso good drunk food,joy,neutral
1290,mcdonalds has not the best reputation but this has been the worst fast food experience of my lifetimebesides waitingminutes for a big mac i witnessed a customer treatening to hit a member of staff i am not sure what happened as i only arrived when the customer said he would hit him later and then leftthen staff members began shouting at each other about using each others cashier machines it was so obvious that the staff were untrained and completely unprofessional the manager seemed to have lost control and was berating staff in front of other customers,unknown,neutral
1291,i wont be critical because it was only a mcdonalds but it wasnt in a very good neighborhood and i especially know that because i used to live there bronzeville the people didnt seem so smart either and they were also pretty lazy but my real problem was the service it was horrible the person who gave us our food ate half of our fries right in front of us „‚and later me and my dad called that mcdonalds and found out that it was the manager who was eating our food „‚ „‚ill never go back,joy,positive
1292,slowslowslow „‚dont go here if you have a flight to catchor a life to live „‚if youre hungry wait until you get to the airport „‚this particular mcdonalds is just not worth your time,joy,negative
1293,if you expect service with a smile or respect go anywhere else „‚i had a manager hand me change last night at the drive thru and she dropped some of my change „‚i have a bad lower back and asked for the difference „‚she outright refused to give me the correct change and basically told me i could pick it up „‚she claimed she was the manager and then threatened to call the police „‚i have never in my life had such a horrible customer service experience „‚she was extremely rude „‚they should train every employee at this particular mcdonalds about customer service „‚especially the managers „‚very unprofessional,joy,positive
1294,i dont usually review fast food restaurants but this was so bad i just had to do it it doesnt even deserve this one starwhat is up with random people hanging out by the drive thru windows with their thumbs up its so unsettling i know this mcds is like in the middle of ghetto la but does it have to suck this much i orderedhazelnut iced coffeenuggets meal with regular iced coffee how is it humanly possible to mess up the order and add so much sugar itd spike anyones blood sugar up it was like the person making the coffee fell asleep while adding sugar unacceptable drive thru please lady i know you work at mcds but theres no need to throw attitude around like that to a customer someone ought to be taught customer servicei rage just thinking about this mcds ill just stick to starbucks and quiznos near work from now on,joy,positive
1295,the service is either hit or miss,unknown,neutral
1296,this place handsdown wins an award for efficiency or lack thereof came here on a night where it was not busy there were aboutorcgrade hooligans patrons who also had a craving for some dollar menu items i ordered the dollar pop and it took theor so employees behind the counterminutes to take my order of a large coke then get me a cup of aw root beer „‚the thing that perplexes me the most is that they have a self service fountain machine,sadness,neutral
1297,went for the restroom and was disappointed by the quality and servicethey charged me for mac sauce on my burger there was no sauce on my burger,unknown,negative
1298,the customer service is alright and the food is basically what every mcdonalds has every night they only take cash which sucks for me because i dont carry cash but if you ask the staff they are cool with explaining usuallyis hella busy with middle schoolers and college students best time to go is probably likenoon i guess i go their all the time,unknown,neutral
1299,had lunch here everyoneeverything was on point ive had so many bad experiences at mc donalds but for these guys i decided to make a yelp account just for this chicken nuggets and fries were perfectly crispy and the whole drive through crew was amazingly nice and they got our order right which is a gigantic plus in my book thanks for making our stay in vegas even better going again today hehehe,sadness,positive
1300,this mcdonalds doesnt have the best customer service at all not to mention shortage of staff i usually come here after a long day of work around pm to buy myself a strawberrybanana smoothie the person who ordered before me ordered a caramel frappe i guess the employee didnt wash the blender because my smoothie had tasted like caramel this mcdonalds is super slow slow customer service and long lines came backdays later to order my smoothie and had to leave because there was a super long line very dissapointed,joy,positive
1301,brand new and sparkling clean with a very modern feel not sure how long the lime green walls will last they are bright service was decent and the food was ok its still mcdonalds but they seem to be trying to carry more healthy alternatives,unknown,neutral
1302,at random times of day they will say cash only and only these items are sold if you want anything else or dont have cash they turn you away very rude staff too,disgust,neutral
1303,the worst service ever and im not a rude person at all i said please and thank you and i absolutely was not greeted whatsoever whoever that dumbass lady was that was working needs to take that stick out of her dont be mad at me cause you hate your job bitch lets not forget that everyone is replaceable including your miserable self it took every bit of me not to cuss her out id write a letter to corporate but she did not give me a receipt go figure right im not one to talk down on people that works fast food because its not in my character to knock someones hustle but she really needs to get it together and for that i will not ever return to this mcdonalds ever again some bullshit oh and not only did i not get a receipt i didnt get a straw and instead ofpiece chicken nuggets i gotwhat in the fucking fuck fuck that mcdonalds,joy,negative
1304,ive been to this drive throughtimes i order simple things like a big mac meal or a couple burgers and fries yet some how they have never gotten my order correct today i ordered two hamburgers and fries my hamburgers were damp and had pickled jalape‚‚os instead of regular pickles not sure if this was a bad prank by the young staff or just a shitty burger that was made by someone who doesnt know the differencealso their drive through is always packed and people line up into the adjacent albertsons parking lot and road come on fatties at that point park and walk in,joy,positive
1305,horrible the restaurant is almost empty so its not rush hour its dirty we cant choose one table they are all dirty staff not welcoming no smile rude and more mc donald is normally for children but who can bring kids in this dirty place awful,fear,negative
1306,tried the mcdud twice now what a big mistake ordered the big mac meal fries were hard as a rock and tasteddays oldand the big mac had no picklessecond time ordered the same thing no pickles again even though i made a point of telling the server what happened and the bun was so stale i thought it was toasted,unknown,neutral
1307,just came back such rude service i used a coupon and the register person had to ask for manager help when the manager came over she said something in spanish to the register person they both laughed and then she went away „‚why did the manager feel the need to hide what she was saying by using a language i dont understand pure rudeness,disgust,neutral
1308,theyve remodeled the place is great service is fine for me everything is new and fresh,joy,positive
1309,this place is the worst always someone begging in the drive thru then before that you have to almost get hit to get in the drive way then after that your get a large and they always give you a small the only thing they do right was hav,sadness,negative
